name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Denton,2023-02-10,8.8,1.2,5.1,6.1,-1.1,1.8,0.1,70.1,0,0,0,rain,0,0,48.2,29.8,335.8,1028.6,87,16,39.3,3.3,2,10,2023-02-10T07:17:08,2023-02-10T18:08:52,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-11,12.9,-0.6,5,12.9,-4.3,3.1,-0.2,70.8,0,0,0,,0,0,27.7,16.5,341.9,1027.2,25.1,16,120.7,10.4,6,10,2023-02-11T07:16:13,2023-02-11T18:09:47,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-12,18.9,-2.6,7.8,18.9,-2.7,7.3,-0.9,61.6,0,0,0,,0,0,40.7,23.9,187,1019.9,1.6,16,130.9,11.3,6,10,2023-02-12T07:15:17,2023-02-12T18:10:42,0.74,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-13,17.9,2.4,11.1,17.9,0.9,10.8,2.1,57.2,0,0,0,,0,0,66.7,44.6,161.5,1013.9,6.2,16,62.4,5.4,3,10,2023-02-13T07:14:20,2023-02-13T18:11:37,0.75,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-14,20.7,10.8,15.4,20.7,10.8,15.4,7.4,63.2,14.3,100,37.5,rain,0,0,81,48.3,200.9,1003,42.6,15.1,117.8,10,6,10,2023-02-14T07:13:22,2023-02-14T18:12:32,0.81,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-15,24.3,6.3,16.5,24.3,3.3,16.2,9.2,62.9,0,0,0,,0,0,57,37.1,174.6,1006.2,10.5,16,119.8,10.3,6,30,2023-02-15T07:12:23,2023-02-15T18:13:26,0.84,Clear,Clear conditions throughout the day.,clear-day,"AT193,72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-16,10.1,1.2,5,10.1,-3.2,0.6,-2.8,58.5,0,0,0,,0,0,63,36.8,324,1020.6,43.4,16,84.7,7.3,5,10,2023-02-16T07:11:22,2023-02-16T18:14:20,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D5204,72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-17,10,-2.7,3,10,-8.1,0.1,-5.7,56.2,0,0,0,,0,0,48.2,28,346.6,1032.3,1.5,16,135,11.7,6,10,2023-02-17T07:10:20,2023-02-17T18:15:13,0.91,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-18,10.6,-3.6,4.7,10.6,-5.4,3.2,-3.8,57.9,0,0,0,,0,0,46,28.1,176.1,1027.9,9.7,16,52.3,4.3,2,10,2023-02-18T07:09:18,2023-02-18T18:16:06,0.95,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-19,21.7,5.7,13.4,21.7,2.7,12.3,0.6,42.6,0,0,0,,0,0,49.2,25.9,201.7,1018.8,12.6,16,97.3,8.4,6,10,2023-02-19T07:08:14,2023-02-19T18:16:59,0.98,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-20,27.1,14.5,19.3,26.5,14.5,19.2,7.5,48.1,0,0,0,,0,0,50,31.9,219.8,1011.2,4.6,16,73.9,6.2,3,10,2023-02-20T07:07:09,2023-02-20T18:17:51,0,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-21,30,13,21.6,28.6,13,21.3,10.9,53.7,0,0,0,,0,0,61.2,44.2,182.4,1003.9,4,16,134.8,11.5,6,10,2023-02-21T07:06:04,2023-02-21T18:18:43,0.05,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-22,26.2,13.5,19.9,26.2,13.5,19.9,10.1,58.9,5.56,100,16.67,rain,0,0,74.4,48,201.9,1001.2,42.4,14.9,199.1,17.1,7,10,2023-02-22T07:04:57,2023-02-22T18:19:35,0.08,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-23,16.2,3.9,9.2,16.2,-1.4,6.9,1.2,58.7,0,0,0,,0,0,49,31.6,8.7,1018.1,29.5,16,170,14.5,5,10,2023-02-23T07:03:50,2023-02-23T18:20:26,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-24,7.2,4.4,5.7,4.5,0.2,2.4,-1,62.9,0.293,100,8.33,rain,0,0,38.9,24,4.9,1025.9,100,16,336.5,29.1,2,10,2023-02-24T07:02:41,2023-02-24T18:21:17,0.15,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-25,8.4,2.3,5.2,8.4,-1.1,3.3,3.3,87.5,0.769,100,12.5,rain,0,0,22.3,16.6,348.1,1025.4,100,12,223.7,19.3,1,10,2023-02-25T07:01:32,2023-02-25T18:22:08,0.18,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-26,24.4,7.8,14.1,24.4,5.9,14,11.8,87.3,0.105,100,4.17,rain,0,0,85.6,49.8,160.7,1011.9,83.8,8,131.8,11.3,3,10,2023-02-26T07:00:22,2023-02-26T18:22:58,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-27,22.8,9.2,15.4,22.8,8.6,15.4,2.6,44.8,7.718,100,8.33,rain,0,0,67.5,29.5,238.6,1008,38.7,13.9,176.6,15,6,10,2023-02-27T06:59:12,2023-02-27T18:23:48,0.25,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-28,27.3,4.6,16.4,26.2,2.7,16,1.9,44.1,0,0,0,,0,0,31.7,22.1,205.9,1007.8,2,15.9,161.9,13.9,6,10,2023-02-28T06:58:00,2023-02-28T18:24:37,0.28,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
